#auto generated file!
6.0;0.0;0.0;0.0
12.0;4.166666666666667;10.5;0.0
18.0;3.3333333333333335;15.75;0.0
24.0;4.166666666666667;12.75;0.0
30.0;5.833333333333333;6.75;0.0
36.0;4.166666666666667;10.5;0.0
42.0;6.666666666666667;17.25;0.0
48.0;5.0;11.25;0.0
54.0;6.666666666666667;10.5;0.0
60.0;5.0;15.75;0.0
66.0;7.5;11.25;0.0
72.0;5.0;11.25;0.0
78.0;7.5;18.0;0.0
84.0;5.0;7.5;0.0
90.0;4.166666666666667;8.25;0.0
96.0;5.0;18.0;0.0
102.0;5.833333333333333;12.0;0.0
108.0;8.333333333333334;6.75;0.0
114.0;1.6666666666666667;9.75;0.0
120.0;4.166666666666667;9.0;0.0
126.0;4.166666666666667;6.75;0.0
132.0;5.0;15.75;0.0
138.0;7.5;10.5;0.0
144.0;5.833333333333333;12.75;0.0
150.0;8.333333333333334;16.5;0.0
156.0;4.166666666666667;10.5;0.0
162.0;9.166666666666666;21.0;0.0
168.0;6.666666666666667;11.25;0.0
174.0;6.666666666666667;9.0;0.0
180.0;5.833333333333333;9.75;0.0
186.0;5.833333333333333;10.5;0.0
192.0;5.833333333333333;15.0;0.0
198.0;7.5;6.75;0.0
204.0;8.333333333333334;15.0;0.0
210.0;7.5;18.0;0.0
216.0;5.0;13.5;0.0
222.0;4.166666666666667;12.0;0.0
228.0;7.5;26.25;0.0
234.0;6.666666666666667;12.75;0.0
240.0;8.333333333333334;7.5;0.0
246.0;8.333333333333334;19.5;0.0
252.0;3.3333333333333335;8.25;0.0
258.0;5.0;12.75;0.0
264.0;5.0;19.5;0.0
270.0;5.833333333333333;14.25;0.0
276.0;4.166666666666667;6.75;0.0
282.0;4.166666666666667;9.75;0.0
288.0;3.3333333333333335;12.0;0.0
294.0;4.166666666666667;18.75;0.0
300.0;6.666666666666667;18.0;0.0
306.0;8.333333333333334;11.25;0.0
312.0;5.833333333333333;9.0;0.0
318.0;4.166666666666667;7.5;0.0
324.0;4.166666666666667;6.75;0.0
330.0;5.833333333333333;9.75;0.0
336.0;5.833333333333333;9.75;0.0
342.0;5.833333333333333;7.5;0.0
348.0;7.5;9.75;0.0
354.0;3.3333333333333335;8.25;0.0
360.0;5.833333333333333;13.5;0.0
366.0;7.5;12.75;0.0
372.0;5.0;9.75;0.0
378.0;5.0;29.25;0.0
384.0;4.166666666666667;16.5;0.0
390.0;3.3333333333333335;5.25;0.0
396.0;5.0;12.75;0.0
402.0;7.5;17.25;0.0
408.0;7.5;9.75;0.0
414.0;7.5;17.25;0.0
420.0;5.833333333333333;14.25;0.0
426.0;5.833333333333333;12.75;0.0
432.0;6.666666666666667;7.5;0.0
438.0;5.833333333333333;9.0;0.0
444.0;4.166666666666667;12.0;0.0
450.0;7.5;5.25;0.0
456.0;4.166666666666667;15.0;0.0
462.0;5.0;11.25;0.0
468.0;6.666666666666667;6.75;0.0
474.0;10.0;18.0;0.0
480.0;6.666666666666667;13.5;0.0
486.0;5.0;9.75;0.0
492.0;7.5;8.25;0.0
498.0;5.833333333333333;12.75;0.0
504.0;7.5;29.25;0.0
510.0;4.166666666666667;12.0;0.0
516.0;5.833333333333333;12.75;0.0
522.0;3.3333333333333335;15.0;0.0
528.0;5.833333333333333;24.75;0.0
534.0;5.833333333333333;27.75;0.0
540.0;6.666666666666667;11.25;0.0
546.0;3.3333333333333335;9.0;0.0
552.0;7.5;18.75;0.0
558.0;7.5;19.5;0.0
564.0;8.333333333333334;7.5;0.0
570.0;5.833333333333333;13.5;0.0
576.0;4.166666666666667;10.5;0.0
582.0;7.5;9.75;0.0
588.0;5.833333333333333;10.5;0.0
594.0;7.5;11.25;0.0
600.0;8.333333333333334;16.5;0.0
606.0;3.3333333333333335;27.0;0.0
612.0;6.666666666666667;22.5;0.0
618.0;5.833333333333333;12.0;0.0
624.0;5.833333333333333;11.25;0.0
630.0;5.833333333333333;17.25;0.0
636.0;7.5;22.5;0.0
642.0;4.166666666666667;9.0;0.0
648.0;3.3333333333333335;5.25;0.0
654.0;4.166666666666667;13.5;0.0
660.0;6.666666666666667;8.25;0.0
666.0;5.833333333333333;10.5;0.0
672.0;10.0;18.0;0.0
678.0;7.5;3.0;0.0
684.0;5.833333333333333;16.5;0.0
690.0;2.5;9.0;0.0
696.0;6.666666666666667;8.25;0.0
702.0;3.3333333333333335;8.25;0.0
708.0;5.0;16.5;0.0
714.0;5.0;19.5;0.0
720.0;9.166666666666666;15.75;0.0
726.0;5.833333333333333;13.5;0.0
732.0;5.833333333333333;12.0;0.0
738.0;5.0;18.0;0.0
744.0;2.5;14.25;0.0
750.0;4.166666666666667;12.75;0.0
756.0;5.0;21.75;0.0
762.0;7.5;17.25;0.0
768.0;5.833333333333333;19.5;0.0
774.0;5.833333333333333;15.75;0.0
780.0;5.833333333333333;5.25;0.0
786.0;5.0;10.5;0.0
792.0;7.5;9.75;0.0
798.0;7.5;12.75;0.0
804.0;5.833333333333333;12.75;0.0
810.0;3.3333333333333335;14.25;0.0
816.0;7.5;9.75;0.0
822.0;7.5;15.0;0.0
828.0;5.833333333333333;11.25;0.0
834.0;5.0;9.75;0.0
840.0;6.666666666666667;16.5;0.0
846.0;5.833333333333333;15.0;0.0
852.0;4.166666666666667;8.25;0.0
858.0;6.666666666666667;10.5;0.0
864.0;4.166666666666667;13.5;0.0
870.0;3.3333333333333335;12.75;0.0
876.0;5.0;25.5;0.0
882.0;8.333333333333334;15.0;0.0
888.0;5.833333333333333;10.5;0.0
894.0;5.833333333333333;17.25;0.0
900.0;4.166666666666667;9.0;0.0
906.0;5.833333333333333;8.25;0.0
912.0;5.833333333333333;9.75;0.0
918.0;3.3333333333333335;16.5;0.0
924.0;6.666666666666667;14.25;0.0
930.0;4.166666666666667;12.0;0.0
936.0;5.833333333333333;15.0;0.0
942.0;5.0;12.0;0.0
948.0;2.5;4.5;0.0
954.0;6.666666666666667;5.25;0.0
960.0;4.166666666666667;8.25;0.0
966.0;5.0;7.5;0.0
972.0;5.833333333333333;18.0;0.0
978.0;5.0;10.5;0.0
984.0;5.0;9.75;0.0
990.0;4.166666666666667;7.5;0.0
996.0;3.3333333333333335;11.25;0.0
1002.0;5.0;14.25;0.0
1008.0;5.833333333333333;7.5;0.0
1014.0;5.0;12.0;0.0
1020.0;5.0;9.75;0.0
1026.0;6.666666666666667;10.5;0.0
1032.0;3.3333333333333335;12.75;0.0
1038.0;4.166666666666667;6.75;0.0
1044.0;6.666666666666667;12.75;0.0
1050.0;3.3333333333333335;13.5;0.0
1056.0;7.5;10.5;0.0
1062.0;4.166666666666667;12.0;0.0
1068.0;5.0;15.0;0.0
1074.0;3.3333333333333335;14.25;0.0
1080.0;7.5;13.5;0.0
1086.0;6.666666666666667;9.75;0.0
