#auto generated file!
12.0;46;47;62;48;51;49;35;31;51
18.0;47;48;62;49;56;49;30;30;49
24.0;44;48;64;48;58;50;30;33;45
30.0;42;51;59;48;61;49;31;33;46
36.0;41;53;60;47;63;50;29;37;40
42.0;45;54;58;47;64;49;25;39;39
48.0;45;57;52;49;66;55;26;39;31
54.0;42;58;51;50;67;57;25;39;31
60.0;38;58;45;53;69;57;25;42;33
66.0;34;57;44;55;73;54;28;45;30
72.0;30;54;46;56;74;55;30;45;30
78.0;27;56;41;56;74;59;36;42;29
84.0;28;57;41;54;76;59;35;39;31
90.0;26;62;40;51;75;61;33;40;32
96.0;27;59;38;52;78;60;33;41;32
102.0;28;61;38;54;78;57;31;39;34
108.0;26;61;38;53;79;58;31;39;35
114.0;25;63;35;53;80;59;32;39;34
120.0;26;63;31;56;80;58;31;41;34
126.0;23;60;30;56;78;59;37;41;36
132.0;24;57;26;57;85;55;37;43;36
138.0;25;57;22;58;87;58;37;39;37
144.0;25;56;23;56;91;56;35;39;39
150.0;22;53;22;58;91;57;37;40;40
156.0;22;51;20;60;90;57;36;43;41
162.0;24;51;22;62;90;57;37;41;36
168.0;24;50;23;62;92;60;34;40;35
174.0;26;49;23;61;94;56;39;41;31
180.0;28;47;22;63;95;53;38;41;33
186.0;29;47;20;63;97;53;37;42;32
192.0;27;52;20;64;98;53;35;42;29
198.0;28;53;19;63;97;50;34;46;30
204.0;25;54;19;59;98;50;34;49;32
210.0;22;56;20;58;100;49;30;51;34
216.0;26;53;22;55;104;49;28;50;33
222.0;22;53;24;51;105;52;32;49;32
228.0;22;53;21;52;108;52;30;51;31
234.0;22;54;22;53;107;53;28;49;32
240.0;25;53;22;52;107;53;27;50;31
246.0;23;52;19;58;107;54;25;51;31
252.0;24;54;23;49;108;54;25;51;32
258.0;23;52;25;48;111;51;29;48;33
264.0;23;51;23;48;113;52;30;49;31
270.0;22;52;24;49;113;49;26;54;31
276.0;19;53;24;50;116;55;23;55;25
282.0;20;51;23;51;115;54;28;56;22
288.0;23;50;24;51;116;54;30;51;21
294.0;25;52;23;51;116;54;27;54;18
300.0;25;51;22;48;119;54;31;53;17
306.0;27;48;26;48;119;52;30;53;17
312.0;28;43;28;51;120;53;27;52;18
318.0;24;46;28;51;119;55;24;54;19
324.0;27;47;29;53;118;52;22;53;19
330.0;28;46;30;54;121;50;20;52;19
336.0;24;48;27;51;123;52;22;52;21
342.0;20;46;30;49;124;47;21;55;28
348.0;18;52;31;43;123;48;22;56;27
