#auto generated file!
12.0;37;52;60;47;58;38;33;43;52
18.0;36;52;56;49;58;40;32;49;48
24.0;33;51;55;47;63;41;34;53;43
30.0;29;51;50;46;67;43;34;55;45
36.0;32;51;51;48;65;42;31;56;44
42.0;35;48;44;46;72;41;35;56;43
48.0;33;50;45;47;75;41;35;52;42
54.0;30;55;38;46;77;42;35;55;42
60.0;28;59;37;47;78;45;30;59;37
66.0;31;59;36;46;82;45;27;59;35
72.0;32;56;29;51;83;49;27;60;33
78.0;34;54;27;53;84;49;24;60;35
84.0;32;53;26;53;87;52;25;61;31
90.0;32;53;23;52;88;54;27;57;34
96.0;29;51;27;55;89;56;25;57;31
102.0;26;52;24;58;89;56;24;60;31
108.0;27;47;23;59;95;55;22;60;32
114.0;26;47;20;57;98;58;22;61;31
120.0;25;45;19;58;99;58;21;67;28
126.0;29;45;21;55;102;56;20;66;26
132.0;29;48;17;53;105;56;22;67;23
138.0;24;50;19;55;105;54;22;69;22
144.0;22;51;22;54;105;52;25;70;19
150.0;20;51;22;55;107;51;25;69;20
156.0;18;50;22;55;108;53;24;71;19
162.0;19;52;19;56;108;51;25;70;20
168.0;18;52;24;56;110;51;24;66;19
174.0;20;51;28;54;109;51;23;63;21
180.0;18;52;29;54;112;50;23;63;19
186.0;15;53;29;54;112;52;27;61;17
192.0;19;53;32;52;112;54;22;58;18
198.0;21;50;31;50;111;53;25;57;22
204.0;24;53;30;48;112;53;23;55;22
210.0;23;56;25;48;115;51;24;53;25
216.0;22;55;24;50;115;52;24;54;24
222.0;23;51;21;52;116;56;23;56;22
228.0;21;53;20;51;123;54;21;54;23
234.0;29;50;18;49;124;52;20;52;26
240.0;32;52;13;49;127;49;21;51;26
246.0;30;53;14;50;127;49;23;51;23
252.0;30;52;15;51;125;51;22;49;25
258.0;30;56;15;53;125;50;21;45;25
264.0;28;55;16;51;126;47;23;49;25
270.0;31;54;18;51;127;47;23;48;21
276.0;29;56;18;50;129;48;26;45;19
282.0;30;55;18;46;132;47;25;44;23
288.0;31;52;22;47;130;47;25;43;23
294.0;30;51;23;49;132;44;27;40;24
300.0;30;49;24;50;133;43;27;39;25
306.0;28;49;21;49;137;43;27;41;25
312.0;24;52;20;48;139;43;24;42;28
318.0;24;54;19;50;138;42;22;44;27
324.0;23;50;20;51;139;44;20;43;30
330.0;25;50;19;48;142;43;19;43;31
336.0;22;50;19;47;142;45;19;42;34
342.0;28;46;16;48;143;45;18;43;33
348.0;27;45;16;47;144;47;17;46;31
354.0;28;43;18;46;146;46;16;45;32
360.0;26;43;18;43;149;48;19;43;31
366.0;25;46;20;43;147;46;24;44;25
372.0;24;46;20;42;149;44;25;42;28
378.0;23;47;21;43;151;44;25;40;26
384.0;20;47;23;43;154;41;27;39;26
390.0;23;45;24;42;156;43;23;41;23
396.0;21;45;21;44;158;44;21;40;26
402.0;19;46;23;42;158;43;23;42;24
408.0;16;49;20;41;159;46;24;40;25
414.0;17;49;18;43;160;44;23;43;23
420.0;16;50;18;41;165;44;24;42;20
426.0;16;49;20;39;166;43;24;43;20
432.0;16;47;21;41;162;45;21;44;23
438.0;19;50;21;41;160;39;22;45;23
444.0;24;51;20;37;161;42;22;43;20
450.0;23;52;21;37;162;42;24;40;19
456.0;20;52;22;38;160;43;24;40;21
462.0;19;50;21;40;163;44;21;40;22
468.0;20;49;21;40;163;44;19;40;24
474.0;18;50;20;43;163;49;18;35;24
480.0;19;48;21;42;163;53;19;33;22
486.0;20;48;21;45;162;52;19;34;19
492.0;21;49;19;47;162;54;15;36;17
498.0;24;47;20;43;163;53;16;35;19
504.0;22;46;19;45;162;53;20;35;18
510.0;23;47;21;45;161;52;19;34;18
516.0;23;45;19;44;157;56;21;35;20
522.0;23;45;21;43;157;55;23;35;18
528.0;23;46;19;41;158;55;23;35;20
534.0;23;47;19;42;159;53;20;36;21
540.0;24;46;19;43;158;52;21;37;20
546.0;24;43;20;46;159;52;20;34;22
552.0;25;45;16;42;154;56;23;36;23
558.0;25;44;18;40;155;58;24;35;21
564.0;24;46;20;39;156;58;20;38;19
570.0;29;47;20;36;155;54;21;41;17
576.0;30;42;21;38;154;53;22;41;19
582.0;30;43;24;39;153;54;19;41;17
588.0;27;45;25;37;150;55;21;39;21
594.0;29;47;27;38;145;55;19;40;20
600.0;33;44;27;37;151;52;17;41;18
606.0;32;40;32;37;152;55;17;41;14
612.0;30;41;28;41;152;57;16;43;12
618.0;31;36;27;41;151;57;16;48;13
624.0;28;38;29;40;146;53;21;50;15
630.0;25;36;27;38;148;53;23;53;17
636.0;24;38;27;36;148;48;26;55;18
642.0;23;40;29;37;150;47;23;54;17
648.0;22;43;30;37;150;49;23;52;14
654.0;21;45;29;38;150;53;18;49;17
660.0;20;42;30;39;151;51;17;52;18
666.0;22;42;31;38;152;50;17;52;16
672.0;21;39;31;39;149;54;17;51;19
678.0;22;40;30;40;152;49;15;53;19
684.0;21;40;31;42;149;47;16;56;18
690.0;20;41;34;42;148;49;14;56;16
696.0;16;43;30;43;146;55;15;58;14
702.0;16;40;27;45;149;56;17;56;14
708.0;15;38;28;47;150;56;16;56;14
714.0;14;37;28;49;150;53;16;59;14
720.0;14;41;29;47;144;57;17;56;15
726.0;14;42;30;46;144;57;18;55;14
732.0;14;41;29;44;145;53;22;56;16
738.0;18;45;28;43;143;50;20;56;17
