#auto generated file!
12.0;33;40;45;33;38;36;32;29;34
18.0;32;41;43;32;39;35;32;34;32
24.0;32;43;39;32;39;35;31;36;33
30.0;32;43;36;31;41;37;31;38;31
36.0;32;42;38;31;44;39;27;42;25
42.0;28;44;36;31;46;43;26;43;23
48.0;24;43;37;31;47;45;25;43;25
54.0;24;43;38;33;48;45;22;42;25
60.0;25;40;38;34;49;47;19;44;24
66.0;25;37;40;35;49;46;20;45;23
72.0;23;37;35;35;49;46;22;46;27
78.0;24;37;31;34;51;46;21;47;29
84.0;22;39;29;37;52;43;27;42;29
90.0;21;40;34;37;52;44;25;39;28
96.0;19;42;33;37;51;42;26;41;29
102.0;17;44;30;35;53;43;27;39;32
108.0;22;45;26;37;52;45;27;36;30
114.0;18;45;28;35;53;44;27;37;33
120.0;22;42;27;33;57;42;28;37;32
126.0;23;44;27;32;60;39;26;35;34
132.0;21;44;22;33;61;44;25;37;33
138.0;24;43;23;33;64;44;21;36;32
144.0;25;43;24;35;64;40;21;38;30
150.0;22;42;27;35;67;45;18;36;28
156.0;21;40;28;33;68;46;18;35;31
162.0;21;41;27;34;69;47;18;36;27
168.0;20;38;26;34;72;48;19;38;25
174.0;21;39;25;35;71;45;20;38;26
180.0;21;37;25;33;72;45;21;37;29
186.0;21;37;24;33;75;47;18;36;29
192.0;22;39;25;37;78;42;16;32;29
198.0;28;40;22;37;78;42;15;29;29
204.0;29;39;23;39;76;41;16;29;28
210.0;26;42;23;37;79;44;16;28;25
216.0;28;46;20;37;81;41;16;28;23
222.0;25;43;20;38;83;42;13;29;27
228.0;25;43;22;37;84;44;13;28;24
234.0;24;42;24;40;85;43;11;26;25
240.0;24;41;22;41;90;44;11;25;22
246.0;20;44;23;38;91;45;11;26;22
252.0;21;44;20;38;90;43;16;26;22
258.0;21;44;21;40;94;43;13;27;17
264.0;21;46;18;40;94;41;15;29;16
270.0;21;46;16;42;96;42;13;30;14
276.0;21;43;15;41;97;45;14;31;13
282.0;23;42;14;39;96;44;18;32;12
288.0;25;37;17;36;98;45;20;32;10
294.0;24;36;18;37;98;46;21;29;11
300.0;22;37;18;36;100;43;19;33;12
306.0;21;38;16;35;101;42;19;35;13
312.0;19;39;18;35;100;41;17;37;14
318.0;16;39;17;36;101;42;19;34;16
324.0;17;36;19;34;107;40;19;36;12
330.0;16;34;17;34;110;43;21;33;12
336.0;14;36;14;35;115;42;21;32;11
342.0;15;37;14;36;115;40;21;31;11
348.0;15;39;16;38;114;39;17;31;11
354.0;18;38;16;37;117;37;16;28;13
360.0;18;38;16;37;116;37;16;27;15
366.0;16;37;14;41;116;37;14;30;15
372.0;14;38;12;44;115;40;13;31;13
378.0;13;37;11;42;118;41;14;31;13
384.0;12;38;12;38;121;41;15;30;13
390.0;12;37;9;40;121;43;15;29;14
396.0;14;37;11;39;120;41;16;28;14
402.0;15;33;12;39;118;45;15;28;15
408.0;15;34;12;40;118;46;14;28;13
414.0;12;33;12;40;121;45;14;30;13
420.0;14;34;13;39;122;43;13;30;12
426.0;15;35;12;39;122;40;13;31;13
432.0;14;31;13;38;123;42;12;32;15
438.0;13;31;14;39;123;42;12;32;14
444.0;16;30;12;38;123;44;12;32;13
450.0;14;30;11;39;121;43;13;35;14
456.0;14;28;12;39;122;43;13;35;14
462.0;14;32;10;39;122;42;12;35;14
468.0;17;33;11;39;120;41;13;31;15
474.0;14;33;11;37;121;43;12;31;18
480.0;14;31;13;36;121;41;14;30;20
486.0;12;31;14;37;125;41;13;28;19
492.0;10;28;12;39;125;44;13;28;21
498.0;9;30;13;40;129;43;9;25;22
504.0;9;29;12;42;129;44;9;26;20
510.0;8;30;14;39;132;42;10;28;17
516.0;9;33;12;39;131;37;15;27;17
522.0;10;30;13;40;131;37;14;27;18
528.0;10;31;14;35;133;37;16;27;17
534.0;12;30;15;33;133;37;17;26;17
540.0;13;30;13;32;131;39;17;27;18
546.0;16;28;11;32;133;38;17;26;19
552.0;17;29;12;31;132;35;18;26;20
558.0;18;28;13;32;131;33;19;28;18
564.0;15;30;14;33;131;33;20;28;16
570.0;17;32;16;33;130;31;20;28;13
576.0;16;31;17;31;131;33;19;28;14
582.0;12;31;18;32;132;32;18;31;14
588.0;13;32;16;32;131;31;18;33;14
594.0;15;31;15;33;132;29;19;33;13
600.0;16;30;16;32;132;28;17;34;15
606.0;16;30;17;35;131;26;12;36;17
612.0;16;31;15;35;133;26;11;35;18
618.0;13;33;14;34;139;26;11;35;15
624.0;15;32;14;36;140;26;10;33;14
630.0;16;33;15;32;140;27;11;33;13
636.0;19;31;16;34;139;25;10;33;13
642.0;19;30;16;33;141;24;11;33;13
648.0;15;29;17;33;141;23;14;34;14
654.0;14;31;14;36;140;22;11;38;14
660.0;14;32;15;35;142;23;10;38;11
666.0;14;33;15;35;141;22;11;38;11
672.0;15;34;12;36;144;21;10;38;10
678.0;14;32;15;36;145;20;10;38;10
684.0;14;31;15;37;142;19;11;39;12
690.0;16;27;16;39;140;24;10;36;12
696.0;16;29;19;39;140;24;8;32;13
702.0;17;30;19;41;137;25;6;31;14
708.0;17;31;21;37;138;25;6;30;15
714.0;17;33;22;33;138;28;6;29;14
720.0;14;35;19;33;142;28;6;30;13
726.0;12;33;21;32;143;29;7;29;14
732.0;14;35;21;31;142;28;6;28;15
738.0;12;32;23;31;144;30;7;27;14
744.0;13;32;20;31;144;30;8;26;16
750.0;15;30;18;29;144;28;8;29;19
756.0;14;32;17;28;142;31;8;30;18
762.0;13;31;18;29;143;30;7;29;20
768.0;15;30;18;30;142;31;7;28;19
774.0;13;30;20;32;142;32;6;27;18
780.0;14;30;19;34;140;31;6;28;18
786.0;16;29;21;34;137;30;9;25;19
792.0;15;31;22;32;136;29;10;26;19
798.0;14;32;22;30;139;28;9;26;20
804.0;14;29;23;31;143;24;11;29;16
810.0;16;29;23;31;144;23;11;27;16
816.0;16;29;25;30;145;22;11;26;16
822.0;15;29;23;30;145;23;13;26;16
828.0;15;31;21;29;147;23;12;26;16
834.0;16;32;21;28;146;24;10;26;17
840.0;15;31;20;28;146;25;12;26;17
846.0;16;30;17;29;146;27;13;27;15
852.0;19;29;17;27;145;27;13;28;15
858.0;19;30;13;27;147;28;12;28;16
864.0;20;29;13;27;145;27;13;29;17
870.0;22;29;12;23;146;28;15;29;16
876.0;19;32;14;22;146;30;14;27;16
882.0;19;29;12;23;150;30;14;28;15
888.0;20;28;14;22;150;31;13;28;14
894.0;18;27;16;23;151;30;13;29;13
900.0;15;28;14;25;154;31;13;27;13
906.0;16;27;14;26;154;32;13;25;13
912.0;15;28;11;27;158;32;12;24;13
918.0;15;30;11;27;158;30;13;24;12
924.0;14;27;14;25;155;33;13;25;14
930.0;14;27;12;27;154;31;15;25;15
936.0;12;27;12;28;153;33;13;27;15
942.0;12;27;13;28;153;35;12;24;16
948.0;11;29;17;29;154;33;13;22;12
954.0;13;26;19;31;153;33;15;20;10
960.0;14;27;18;31;154;34;10;20;12
966.0;14;29;18;29;153;32;13;22;10
972.0;13;28;19;28;153;33;11;24;11
978.0;13;29;19;28;152;31;13;26;9
984.0;15;28;18;27;152;32;13;26;9
990.0;15;26;17;32;151;28;12;28;11
996.0;12;27;19;29;155;25;15;28;10
1002.0;10;28;20;27;157;24;15;29;10
1008.0;11;26;22;25;155;23;16;30;12
